customer_id,credit_score,credit_score_band,country,gender,age,age_group,tenure,balance,balance_segment,products_number,credit_card,credit_card_status,active_member,membership_status,estimated_salary,high_value_customer,churn,churn_status
15728693,574,Poor,Germany,Female,43,40-49,3,141349.43,100K-150K,1,1,Has Credit Card,1,Active,100187.43,Yes,0,Retained
15656300,411,Poor,France,Male,29,18-29,0,59697.17,50K-100K,2,1,Has Credit Card,1,Active,53483.21,No,0,Retained
15589475,591,Fair,Spain,Female,39,30-39,3,0.0,Zero Balance,3,1,Has Credit Card,0,Inactive,140469.38,No,1,Churned
15706552,533,Poor,France,Male,36,30-39,7,85311.7,50K-100K,1,0,No Credit Card,1,Active,156731.91,No,0,Retained
15750181,553,Poor,Germany,Male,41,40-49,9,110112.54,100K-150K,2,0,No Credit Card,0,Inactive,81898.81,No,0,Retained
15659428,520,Poor,Spain,Female,42,40-49,6,0.0,Zero Balance,2,1,Has Credit Card,1,Active,34410.55,No,0,Retained
15732963,722,Good,Spain,Female,29,18-29,9,0.0,Zero Balance,2,1,Has Credit Card,1,Active,142033.07,No,0,Retained
15794171,475,Poor,France,Female,45,40-49,0,134264.04,100K-150K,1,1,Has Credit Card,0,Inactive,27822.99,No,1,Churned
15788448,490,Poor,Spain,Male,31,30-39,3,145260.23,100K-150K,1,0,No Credit Card,1,Active,114066.77,Yes,0,Retained
15729599,804,Excellent,Spain,Male,33,30-39,7,76548.6,50K-100K,1,0,No Credit Card,1,Active,98453.45,No,0,Retained
15717426,850,Excellent,France,Male,36,30-39,7,0.0,Zero Balance,1,1,Has Credit Card,1,Active,40812.9,No,0,Retained
15585768,582,Fair,Germany,Male,41,40-49,6,70349.48,50K-100K,2,0,No Credit Card,1,Active,178074.04,No,0,Retained
15619360,472,Poor,Spain,Male,40,40-49,4,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,70154.22,No,0,Retained
15738148,465,Poor,France,Female,51,50-59,8,122522.32,100K-150K,1,0,No Credit Card,0,Inactive,181297.65,No,1,Churned
15687946,556,Poor,France,Female,61,60+,2,117419.35,100K-150K,1,1,Has Credit Card,1,Active,94153.83,Yes,0,Retained
15755196,834,Excellent,France,Female,49,40-49,2,131394.56,100K-150K,1,0,No Credit Card,0,Inactive,194365.76,No,1,Churned
15684171,660,Fair,Spain,Female,61,60+,5,155931.11,150K+,1,1,Has Credit Card,1,Active,158338.39,Yes,0,Retained
15754849,776,Very Good,Germany,Female,32,30-39,4,109421.13,100K-150K,2,1,Has Credit Card,1,Active,126517.46,Yes,0,Retained
15602280,829,Excellent,Germany,Female,27,18-29,9,112045.67,100K-150K,1,1,Has Credit Card,1,Active,119708.21,Yes,1,Churned
15771573,637,Fair,Germany,Female,39,30-39,9,137843.8,100K-150K,1,1,Has Credit Card,1,Active,117622.8,Yes,1,Churned
15766205,550,Poor,Germany,Male,38,30-39,2,103391.38,100K-150K,1,0,No Credit Card,1,Active,90878.13,Yes,0,Retained
15771873,776,Very Good,Germany,Female,37,30-39,2,103769.22,100K-150K,2,1,Has Credit Card,0,Inactive,194099.12,No,0,Retained
15616550,698,Good,Germany,Male,44,40-49,10,116363.37,100K-150K,2,1,Has Credit Card,0,Inactive,198059.16,No,0,Retained
15768193,585,Fair,Germany,Male,36,30-39,5,146050.97,100K-150K,2,0,No Credit Card,0,Inactive,86424.57,No,0,Retained
15683553,788,Very Good,France,Female,33,30-39,5,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,116978.19,No,0,Retained
15702298,655,Fair,Germany,Male,41,40-49,8,125561.97,100K-150K,1,0,No Credit Card,0,Inactive,164040.94,No,1,Churned
15569590,601,Fair,Germany,Male,42,40-49,1,98495.72,50K-100K,1,1,Has Credit Card,0,Inactive,40014.76,No,1,Churned
15760861,619,Fair,France,Male,43,40-49,1,125211.92,100K-150K,1,1,Has Credit Card,1,Active,113410.49,Yes,0,Retained
15630053,656,Fair,France,Male,45,40-49,5,127864.4,100K-150K,1,1,Has Credit Card,0,Inactive,87107.57,No,0,Retained
15647091,725,Good,Germany,Male,19,18-29,0,75888.2,50K-100K,1,0,No Credit Card,0,Inactive,45613.75,No,0,Retained
15623944,511,Poor,Spain,Female,66,60+,4,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,1643.11,No,1,Churned
15804771,614,Fair,France,Male,51,50-59,4,40685.92,Below 50K,1,1,Has Credit Card,1,Active,46775.28,No,0,Retained
15651280,742,Very Good,Germany,Male,35,30-39,5,136857.0,100K-150K,1,0,No Credit Card,0,Inactive,84509.57,No,0,Retained
15773469,687,Good,Germany,Female,27,18-29,9,152328.88,150K+,2,0,No Credit Card,0,Inactive,126494.82,No,0,Retained
15702014,555,Poor,Spain,Male,33,30-39,1,56084.69,50K-100K,2,0,No Credit Card,0,Inactive,178798.13,No,0,Retained
15751208,684,Good,Spain,Male,56,50-59,8,78707.16,50K-100K,1,1,Has Credit Card,1,Active,99398.36,No,0,Retained
15592461,603,Fair,Germany,Male,26,18-29,4,109166.37,100K-150K,1,1,Has Credit Card,1,Active,92840.67,Yes,0,Retained
15789484,751,Very Good,Germany,Female,36,30-39,6,169831.46,150K+,2,1,Has Credit Card,1,Active,27758.36,Yes,0,Retained
15696061,581,Fair,Germany,Female,34,30-39,1,101633.04,100K-150K,1,1,Has Credit Card,0,Inactive,110431.51,No,0,Retained
15641582,735,Good,Germany,Male,43,40-49,10,123180.01,100K-150K,2,1,Has Credit Card,1,Active,196673.28,Yes,0,Retained
15638424,661,Fair,Germany,Female,35,30-39,5,150725.53,150K+,2,0,No Credit Card,1,Active,113656.85,Yes,0,Retained
15755648,675,Good,France,Female,21,18-29,8,98373.26,50K-100K,1,1,Has Credit Card,0,Inactive,18203.0,No,0,Retained
15703793,738,Good,Germany,Male,58,50-59,2,133745.44,100K-150K,4,1,Has Credit Card,0,Inactive,28373.86,No,1,Churned
15620344,813,Excellent,France,Male,29,18-29,6,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,33953.87,No,0,Retained
15812518,657,Fair,Spain,Female,37,30-39,0,163607.18,150K+,1,0,No Credit Card,1,Active,44203.55,Yes,0,Retained
15779052,604,Fair,Germany,Female,25,18-29,5,157780.84,150K+,2,1,Has Credit Card,1,Active,58426.81,Yes,0,Retained
15770811,519,Poor,France,Male,36,30-39,9,0.0,Zero Balance,2,0,No Credit Card,1,Active,145562.4,No,0,Retained
15780961,735,Good,France,Female,21,18-29,1,178718.19,150K+,2,1,Has Credit Card,0,Inactive,22388.0,No,0,Retained
15614049,664,Fair,France,Male,55,50-59,8,0.0,Zero Balance,2,1,Has Credit Card,1,Active,139161.64,No,0,Retained
15662085,678,Good,France,Female,32,30-39,9,0.0,Zero Balance,1,1,Has Credit Card,1,Active,148210.64,No,0,Retained
15575185,757,Very Good,Spain,Male,33,30-39,5,77253.22,50K-100K,1,0,No Credit Card,1,Active,194239.63,No,0,Retained
15803136,416,Poor,Germany,Female,41,40-49,10,122189.66,100K-150K,2,1,Has Credit Card,0,Inactive,98301.61,No,0,Retained
15706021,665,Fair,France,Female,34,30-39,1,96645.54,50K-100K,2,0,No Credit Card,0,Inactive,171413.66,No,0,Retained
15663706,777,Very Good,France,Female,32,30-39,2,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,136458.19,No,1,Churned
15641732,543,Poor,France,Female,36,30-39,3,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,26019.59,No,0,Retained
15701164,506,Poor,France,Female,34,30-39,4,90307.62,50K-100K,1,1,Has Credit Card,1,Active,159235.29,No,0,Retained
15738751,493,Poor,France,Female,46,40-49,4,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,1907.66,No,0,Retained
15805254,652,Fair,Spain,Female,75,60+,10,0.0,Zero Balance,2,1,Has Credit Card,1,Active,114675.75,No,0,Retained
15762418,750,Very Good,Spain,Male,22,18-29,3,121681.82,100K-150K,1,1,Has Credit Card,0,Inactive,128643.35,No,1,Churned
15625759,729,Good,France,Male,30,30-39,9,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,151869.35,No,0,Retained
15622897,646,Fair,France,Female,46,40-49,4,0.0,Zero Balance,3,1,Has Credit Card,0,Inactive,93251.42,No,1,Churned
15767954,635,Fair,Germany,Female,28,18-29,3,81623.67,50K-100K,2,1,Has Credit Card,1,Active,156791.36,No,0,Retained
15757535,647,Fair,Spain,Female,44,40-49,5,0.0,Zero Balance,3,1,Has Credit Card,1,Active,174205.22,No,1,Churned
15731511,808,Excellent,France,Male,45,40-49,7,118626.55,100K-150K,2,1,Has Credit Card,0,Inactive,147132.46,No,0,Retained
15809248,524,Poor,France,Female,36,30-39,10,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,109614.57,No,0,Retained
15640635,769,Very Good,France,Male,29,18-29,8,0.0,Zero Balance,2,1,Has Credit Card,1,Active,172290.61,No,0,Retained
15676966,730,Good,Spain,Male,42,40-49,4,0.0,Zero Balance,2,0,No Credit Card,1,Active,85982.47,No,0,Retained
15699461,515,Poor,Spain,Male,35,30-39,10,176273.95,150K+,1,0,No Credit Card,1,Active,121277.78,Yes,0,Retained
15738721,773,Very Good,Spain,Male,41,40-49,9,102827.44,100K-150K,1,0,No Credit Card,1,Active,64595.25,Yes,0,Retained
15693683,814,Excellent,Germany,Male,29,18-29,8,97086.4,50K-100K,2,1,Has Credit Card,1,Active,197276.13,No,0,Retained
15604348,710,Good,Spain,Male,22,18-29,8,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,99645.04,No,0,Retained
15633059,413,Poor,France,Male,34,30-39,9,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,6534.18,No,0,Retained
15808582,665,Fair,France,Female,40,40-49,6,0.0,Zero Balance,1,1,Has Credit Card,1,Active,161848.03,No,0,Retained
15743192,623,Fair,France,Female,44,40-49,6,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,167162.43,No,0,Retained
15580146,738,Good,France,Male,31,30-39,9,82674.15,50K-100K,1,1,Has Credit Card,0,Inactive,41970.72,No,0,Retained
15776605,528,Poor,Spain,Male,36,30-39,7,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,60536.56,No,0,Retained
15804919,670,Good,Spain,Female,65,60+,1,0.0,Zero Balance,1,1,Has Credit Card,1,Active,177655.68,No,1,Churned
15613854,622,Fair,Spain,Female,46,40-49,4,107073.27,100K-150K,2,1,Has Credit Card,1,Active,30984.59,Yes,1,Churned
15599195,582,Fair,Germany,Male,32,30-39,1,88938.62,50K-100K,1,1,Has Credit Card,1,Active,10054.53,No,0,Retained
15812878,785,Very Good,Germany,Female,36,30-39,2,99806.85,50K-100K,1,0,No Credit Card,1,Active,36976.52,No,0,Retained
15602312,605,Fair,Spain,Male,33,30-39,5,150092.8,150K+,1,0,No Credit Card,0,Inactive,71862.79,No,0,Retained
15744689,479,Poor,Germany,Male,35,30-39,9,92833.89,50K-100K,1,1,Has Credit Card,0,Inactive,99449.86,No,1,Churned
15803526,685,Good,Germany,Male,30,30-39,3,90536.81,50K-100K,1,0,No Credit Card,1,Active,63082.88,No,0,Retained
15665790,538,Poor,Germany,Male,39,30-39,7,108055.1,100K-150K,2,1,Has Credit Card,0,Inactive,27231.26,No,0,Retained
15715951,562,Poor,France,Male,42,40-49,2,100238.35,100K-150K,1,0,No Credit Card,0,Inactive,86797.41,No,0,Retained
15591100,675,Good,Spain,Male,36,30-39,9,106190.55,100K-150K,1,0,No Credit Card,1,Active,22994.32,Yes,0,Retained
15609618,721,Good,Germany,Male,28,18-29,9,154475.54,150K+,2,0,No Credit Card,1,Active,101300.94,Yes,1,Churned
15675522,628,Fair,Germany,Female,30,30-39,9,132351.29,100K-150K,2,1,Has Credit Card,1,Active,74169.13,Yes,0,Retained
15705512,668,Fair,Germany,Female,37,30-39,6,167864.4,150K+,1,1,Has Credit Card,0,Inactive,115638.29,No,0,Retained
15698028,506,Poor,France,Female,41,40-49,1,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,31766.3,No,0,Retained
15661670,524,Poor,Germany,Female,31,30-39,8,107818.63,100K-150K,1,1,Has Credit Card,0,Inactive,199725.39,No,1,Churned
15600781,699,Good,Germany,Male,34,30-39,4,185173.81,150K+,2,1,Has Credit Card,0,Inactive,120834.48,No,0,Retained
15682472,828,Excellent,France,Male,34,30-39,8,129433.34,100K-150K,2,0,No Credit Card,0,Inactive,38131.77,No,0,Retained
15580203,674,Good,Spain,Male,39,30-39,6,120193.42,100K-150K,1,0,No Credit Card,0,Inactive,100130.95,No,0,Retained
15690673,656,Fair,France,Female,39,30-39,6,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,141069.88,No,0,Retained
15760085,684,Good,Germany,Female,48,40-49,10,126384.42,100K-150K,1,1,Has Credit Card,1,Active,198129.36,Yes,0,Retained
15779659,625,Fair,France,Female,28,18-29,3,0.0,Zero Balance,1,0,No Credit Card,0,Inactive,183646.41,No,0,Retained
15627360,432,Poor,France,Male,42,40-49,9,152603.45,150K+,1,1,Has Credit Card,0,Inactive,110265.24,No,1,Churned
15671137,549,Poor,France,Female,52,50-59,1,0.0,Zero Balance,1,0,No Credit Card,1,Active,8636.05,No,1,Churned
15782688,625,Fair,Germany,Male,56,50-59,0,148507.24,100K-150K,1,1,Has Credit Card,0,Inactive,46824.08,No,1,Churned
15575492,828,Excellent,France,Female,41,40-49,7,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,171378.77,No,0,Retained
15591607,770,Very Good,France,Male,24,18-29,9,101827.07,100K-150K,1,1,Has Credit Card,0,Inactive,167256.35,No,0,Retained
15740404,758,Very Good,France,Female,34,30-39,3,0.0,Zero Balance,2,1,Has Credit Card,1,Active,124226.16,No,0,Retained
15718369,795,Very Good,Germany,Female,33,30-39,9,130862.43,100K-150K,1,1,Has Credit Card,1,Active,114935.21,Yes,0,Retained
15677871,687,Good,France,Male,38,30-39,9,122570.87,100K-150K,1,1,Has Credit Card,1,Active,35608.88,Yes,0,Retained
15642004,686,Good,France,Male,25,18-29,1,0.0,Zero Balance,2,0,No Credit Card,1,Active,16459.37,No,0,Retained
15712543,789,Very Good,Germany,Male,39,30-39,7,124828.46,100K-150K,2,1,Has Credit Card,1,Active,124411.08,Yes,0,Retained
15584518,589,Fair,Germany,Female,50,50-59,5,144895.05,100K-150K,2,1,Has Credit Card,1,Active,34941.23,Yes,0,Retained
15802381,461,Poor,Germany,Female,34,30-39,5,63663.93,50K-100K,1,0,No Credit Card,1,Active,167784.28,No,0,Retained
15610156,637,Fair,France,Male,40,40-49,2,133463.1,100K-150K,1,0,No Credit Card,1,Active,93165.34,Yes,0,Retained
15594408,584,Fair,Spain,Female,48,40-49,2,213146.2,150K+,1,1,Has Credit Card,0,Inactive,75161.25,No,1,Churned
15640905,579,Poor,Spain,Female,35,30-39,1,129490.36,100K-150K,2,0,No Credit Card,1,Active,8590.83,Yes,1,Churned
15698932,756,Very Good,Germany,Male,44,40-49,10,137452.09,100K-150K,1,1,Has Credit Card,0,Inactive,189543.9,No,0,Retained
15724944,663,Fair,France,Male,34,30-39,7,0.0,Zero Balance,2,1,Has Credit Card,1,Active,180427.24,No,0,Retained
15628145,682,Good,France,Female,43,40-49,5,125851.93,100K-150K,1,1,Has Credit Card,1,Active,193318.33,Yes,0,Retained
15713483,793,Very Good,Spain,Male,52,50-59,2,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,159123.82,No,1,Churned
15612350,691,Good,France,Female,31,30-39,5,40915.55,Below 50K,1,1,Has Credit Card,0,Inactive,126213.84,No,1,Churned
15800703,485,Poor,Spain,Female,21,18-29,5,113157.22,100K-150K,1,1,Has Credit Card,1,Active,54141.5,Yes,0,Retained
15705707,635,Fair,Spain,Female,29,18-29,8,138296.94,100K-150K,2,1,Has Credit Card,0,Inactive,141075.51,No,0,Retained
15754105,650,Fair,France,Male,37,30-39,5,106967.18,100K-150K,1,0,No Credit Card,0,Inactive,24495.03,No,0,Retained
15703264,735,Good,France,Male,44,40-49,9,120681.63,100K-150K,1,1,Has Credit Card,0,Inactive,74836.34,No,0,Retained
15794413,416,Poor,France,Male,32,30-39,0,0.0,Zero Balance,2,0,No Credit Card,1,Active,878.87,No,0,Retained
15650237,754,Very Good,Spain,Female,32,30-39,7,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,89520.75,No,0,Retained
15759618,535,Poor,France,Female,48,40-49,9,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,149892.79,No,1,Churned
15811589,716,Good,Spain,Male,42,40-49,8,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,180800.42,No,0,Retained
15689044,539,Poor,France,Male,37,30-39,2,127609.59,100K-150K,1,1,Has Credit Card,0,Inactive,98646.22,No,0,Retained
15709368,614,Fair,France,Female,43,40-49,6,0.0,Zero Balance,2,1,Has Credit Card,1,Active,109041.53,No,0,Retained
15679145,706,Good,Spain,Male,57,50-59,7,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,17941.16,No,1,Churned
15655007,758,Very Good,France,Female,33,30-39,7,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,82996.47,No,0,Retained
15623595,586,Fair,Spain,Female,28,18-29,2,0.0,Zero Balance,2,1,Has Credit Card,1,Active,92067.35,No,0,Retained
15589975,646,Fair,France,Female,73,60+,6,97259.25,50K-100K,1,0,No Credit Card,1,Active,104719.66,No,0,Retained
15804017,631,Fair,Germany,Female,33,30-39,4,123246.7,100K-150K,1,0,No Credit Card,0,Inactive,112687.57,No,0,Retained
15692132,717,Good,Spain,Female,22,18-29,6,101060.25,100K-150K,1,0,No Credit Card,1,Active,84699.56,Yes,0,Retained
15641122,684,Good,France,Male,30,30-39,2,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,83473.82,No,0,Retained
15630910,800,Excellent,France,Female,49,40-49,7,108007.36,100K-150K,1,0,No Credit Card,0,Inactive,47125.11,No,0,Retained
15680772,721,Good,Spain,Female,36,30-39,2,0.0,Zero Balance,2,1,Has Credit Card,1,Active,106977.8,No,0,Retained
15658929,683,Good,Spain,Male,29,18-29,0,133702.89,100K-150K,1,1,Has Credit Card,0,Inactive,55582.54,No,1,Churned
15585388,660,Fair,Germany,Male,31,30-39,9,125189.75,100K-150K,2,1,Has Credit Card,1,Active,139874.43,Yes,0,Retained
15724623,704,Good,Germany,Female,24,18-29,7,113034.22,100K-150K,1,1,Has Credit Card,0,Inactive,162503.48,No,1,Churned
15588537,615,Fair,Spain,Female,41,40-49,9,109013.23,100K-150K,1,1,Has Credit Card,0,Inactive,196499.96,No,0,Retained
15574692,667,Fair,Spain,Female,39,30-39,2,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,40721.24,No,1,Churned
15611325,682,Good,Germany,Male,24,18-29,9,57929.81,50K-100K,2,0,No Credit Card,0,Inactive,53134.3,No,0,Retained
15587562,484,Poor,France,Female,29,18-29,4,130114.39,100K-150K,1,1,Has Credit Card,0,Inactive,164017.89,No,0,Retained
15613172,628,Fair,Germany,Male,27,18-29,5,95826.49,50K-100K,2,1,Has Credit Card,0,Inactive,155996.96,No,0,Retained
15651022,480,Poor,Germany,Male,44,40-49,10,129608.57,100K-150K,1,1,Has Credit Card,0,Inactive,5472.7,No,1,Churned
15586310,578,Poor,France,Male,30,30-39,4,169462.09,150K+,1,1,Has Credit Card,0,Inactive,112187.11,No,0,Retained
15625524,512,Poor,France,Male,40,40-49,5,0.0,Zero Balance,2,1,Has Credit Card,1,Active,146457.83,No,0,Retained
15755209,484,Poor,Spain,Female,35,30-39,7,133868.21,100K-150K,1,1,Has Credit Card,1,Active,27286.1,Yes,0,Retained
15645248,510,Poor,France,Female,30,30-39,0,0.0,Zero Balance,2,1,Has Credit Card,1,Active,130553.47,No,0,Retained
15790355,606,Fair,Germany,Male,36,30-39,5,190479.48,150K+,2,0,No Credit Card,0,Inactive,179351.89,No,0,Retained
15762615,597,Fair,Spain,Female,40,40-49,8,101993.12,100K-150K,1,0,No Credit Card,1,Active,94774.12,Yes,0,Retained
15625426,754,Very Good,Germany,Female,55,50-59,3,161608.81,150K+,1,1,Has Credit Card,0,Inactive,8080.85,No,1,Churned
15716334,850,Excellent,Spain,Female,45,40-49,2,122311.21,100K-150K,1,1,Has Credit Card,1,Active,19482.5,Yes,0,Retained
15789669,510,Poor,France,Male,65,60+,2,0.0,Zero Balance,2,1,Has Credit Card,1,Active,48071.61,No,0,Retained
15621075,778,Very Good,Germany,Female,45,40-49,1,162150.42,150K+,2,1,Has Credit Card,0,Inactive,174531.27,No,0,Retained
15810845,636,Fair,France,Male,42,40-49,2,0.0,Zero Balance,2,1,Has Credit Card,1,Active,55470.78,No,0,Retained
15719377,804,Excellent,France,Female,50,50-59,4,0.0,Zero Balance,1,1,Has Credit Card,1,Active,8546.87,No,1,Churned
15654506,514,Poor,France,Male,32,30-39,8,0.0,Zero Balance,2,1,Has Credit Card,0,Inactive,95857.18,No,0,Retained
15771977,730,Good,France,Female,39,30-39,1,99010.67,50K-100K,1,1,Has Credit Card,0,Inactive,194945.8,No,0,Retained
15708710,525,Poor,Spain,Female,37,30-39,0,0.0,Zero Balance,1,0,No Credit Card,1,Active,131521.72,No,0,Retained
15726676,616,Fair,Spain,Male,30,30-39,5,0.0,Zero Balance,2,0,No Credit Card,1,Active,196108.51,No,0,Retained
15587421,687,Good,Germany,Female,34,30-39,7,111388.18,100K-150K,2,1,Has Credit Card,0,Inactive,148564.76,No,0,Retained
15726931,715,Good,France,Female,41,40-49,8,56214.85,50K-100K,2,0,No Credit Card,0,Inactive,92982.61,No,1,Churned
15771086,512,Poor,France,Female,36,30-39,3,84327.77,50K-100K,2,1,Has Credit Card,0,Inactive,17675.36,No,0,Retained
15756850,479,Poor,France,Male,40,40-49,1,0.0,Zero Balance,2,0,No Credit Card,0,Inactive,114996.43,No,0,Retained
15702741,601,Fair,France,Male,32,30-39,8,93012.89,50K-100K,1,1,Has Credit Card,0,Inactive,86957.42,No,0,Retained
15679200,580,Fair,Spain,Male,29,18-29,9,61710.44,50K-100K,2,1,Has Credit Card,0,Inactive,128077.8,No,0,Retained
15594815,807,Excellent,France,Male,35,30-39,3,174790.15,150K+,1,1,Has Credit Card,1,Active,600.36,Yes,0,Retained
15635905,616,Fair,Spain,Female,32,30-39,6,0.0,Zero Balance,2,1,Has Credit Card,1,Active,43001.46,No,0,Retained
15777892,721,Good,Germany,Male,37,30-39,3,107720.64,100K-150K,1,1,Has Credit Card,1,Active,158591.12,Yes,0,Retained
15656176,501,Poor,France,Male,57,50-59,10,0.0,Zero Balance,2,1,Has Credit Card,1,Active,47847.19,No,0,Retained
15811127,521,Poor,France,Male,35,30-39,6,96423.84,50K-100K,1,1,Has Credit Card,0,Inactive,10488.44,No,0,Retained
15604482,850,Excellent,Spain,Male,30,30-39,2,141040.01,100K-150K,1,1,Has Credit Card,1,Active,5978.2,Yes,0,Retained
15622911,759,Very Good,France,Male,42,40-49,4,105420.18,100K-150K,1,0,No Credit Card,1,Active,121409.06,Yes,0,Retained
15600974,516,Poor,Spain,Male,50,50-59,5,0.0,Zero Balance,1,0,No Credit Card,1,Active,146145.93,No,1,Churned
15727868,711,Good,France,Female,38,30-39,2,129022.06,100K-150K,2,1,Has Credit Card,1,Active,14374.86,Yes,1,Churned
15627801,512,Poor,Spain,Male,33,30-39,3,176666.62,150K+,1,1,Has Credit Card,0,Inactive,94670.77,No,0,Retained
15773039,550,Poor,France,Male,37,30-39,3,0.0,Zero Balance,1,1,Has Credit Card,1,Active,179670.31,No,0,Retained
15755262,608,Fair,Spain,Female,41,40-49,3,89763.84,50K-100K,1,0,No Credit Card,0,Inactive,199304.74,No,1,Churned
15679531,618,Fair,France,Male,34,30-39,5,134954.53,100K-150K,1,1,Has Credit Card,1,Active,151954.39,Yes,0,Retained
15684181,643,Fair,France,Male,45,40-49,5,0.0,Zero Balance,1,1,Has Credit Card,0,Inactive,142513.5,No,1,Churned
